card_id,front,back,deck_name,tags
Faces of Fascism Ellis,Faces of Fascism Ellis,"""-modern fascism revolves around adamant denial as a dog whistle for fascist solidarity.<br><br>#backward ass fascist logic#<br>-fascists use pro-trump robocalls advocating “don’t vote for a Cuban” against Ted Cruz<br>-“I believe fascism will lose derogatory meaning and be rehabilitated. It’s had a bad reputation from the 1930/ on and since long ago whites mixing with Pocahontas/slaves represents a lack of racial consciousness that’s now being regained”<br>-“a reassessment of the future must necessarily use white ethno-states to avoid racism. I just wanna have a country for white people.”<br>-“if they’re gonna be mixed race they can’t be in a white country”<br>-“if every country was an ethno-state and didn’t accept mixed people, too bad”<br>-he doesn’t even identify as a “RA-RA American patriot type” <br>-went to trump rally on the 6th<br>Typical typical rally <br><br>He predicts a rise of pacifist white nationalists and trumpies<br><br>We’re no longer a community with a feeling of camaraderie with our neighbors.<br><br>“All I want is a country of my own people.”""",Anthro (Psych/Soc/Econ/Health),documentary;movie;politics;sociology
What the Health&nbsp;,What the Health&nbsp;,"""(Vegan Propaganda)<br>-350m people with diiabetes, could be called an epidemic<br>-1 in 3 medicare dollars is spent on people with diabetes, 1 in 10 healthcare dollars is spent on people with diabetes<br>-each 50g portion of processed meat eaten daily increases colorectal cancer risk by 18%<br>-one serving per day increases diabetes chances by over 50%<br>-WHO classifies processed meat as a group one carcinogen, with cigarettes, asbestos, and plutonium, and classifies red meats as a group 2 carcinogen<br>-2/3 of american adults are overweight or obese<br>-American medicine operates on a disease model: we are trying to cure people, not prevent sickness<br>-Diabetes is caused by a buildup of fat in the bloodstream that blocks sugar molecules from entering the cells where it belongs<br>-EPIC study: carbs were iiinversely correlated with diabetes, while red meat is positively correlated<br>-Glycogen in the liver and muscle allows us to store/burn most carbs, but fat in means fat out<br>-Butter &amp; shortening are the worst part of a cookie for you, not the sugar<br>-17m people die every year from heart disease, a leading cause of death<br>-The leadiing source of sodium &amp; cholesterol in the American diet is Chicken, which iis often injected with saltwater (Heterocyclic amines are carcinogens)<br>-Chicken has nearly as much cholesterol as red beef; eggs close behind because they are full of pure fat and cholesterol<br>-#1 source of saturated fat is dairy, not meat<br>-The meta-analyis of saturated fat + cardio disease from 2010 American Society for Nutrition was funded by the National Dairy Council<br>-4 fish worries: PCBs, Mercury, Saturated Fat, Cholesterol""",Anthro (Psych/Soc/Econ/Health),bigindustry;documentary;health;movie
Untold: AND1 Movie,Untold: AND1 Movie,"""-Two wharton degrees and a Stanford degree, selling tshirts out of a hatchback<br>-began with """"true trash talk"""" shirts featuring a zinging burn and their grey basketball player<br>-got a 13k order from foot locker<br>-""""No really, you stink""""; """"pray you don't guard me""""<br>-1.3 million in the first year<br>-they were only really competing with one brand: nike. They couldn't do that without shoes<br>-They bet everything on a young upstart just starting in the NBA, Stephon Marbury, who immediately broke his ankle in his first game in AND1 shoes immediately before launch<br>-So they pressed 50k tapes of an old tape in storage containing street basketball highlights and added hip hop as a mixtape, and it spread like wildfire<br>-so they did a second mixtape tour and assembled their own team to play in cities across america<br>-volume three was released after they picked up star hot sauce, and you had to buy any and1 product to get a free mixtape due to a partnership<br>-They would eventually ramp up to playing in madison square garden<br>-Nike eventually ran a competing tv spot and achieved more with it than and1 had achieved with 5 mixtapes<br>-Players began doing signing tours and visiting factories to bring brand image/saturation up, but the company was accused of exploiting its players<br>-Their best players were only making 100k, with some making as low as $15k/3mo season<br>-Professor and hot sauce were pulling the most by far; too many all-stars on the team and fights breaking out<br>-Their tech/sales/shoe design guy Tom overworked himself at their factory in Taiwan and ultimately quit, cratering the company<br>-They had to fire their entire team and sell the company, with no warning to players<br>-""""poverty pimping"""" - no players were paid what they were worth in the end; living wages but so little respect; no stock options or retention for those players<br>-'It's possible that Shane spoke to me, and if that's the case that we weren't able to take care of his kid, I feel terrible.""""""",Anthro (Psych/Soc/Econ/Health),career;documentary;marketing;movie;sociology
Affect Heuristic,Affect Heuristic,"""Current affect - emotion, fear, pleasure, surprise - influences decisions OVER information<br>An affect is shorter in duration than a mood, responds to stimulus rapidly &amp; involuntarily<br>""""Go with your gut""""<br><a href=""""https://en.wikipedia.org/wiki/Affect_heuristic"""">https://en.wikipedia.org/wiki/Affect_heuristic</a>""",Anthro (Psych/Soc/Econ/Health),behavior;heuristic;learning
Representativeness Heuristic,Representativeness Heuristic,"""judging probability under uncertainty<br>Tversky &amp; Kahnemann early 1970s - """"the degree to which [an event] (i)is similar in essential characteristics to its parent population and (ii)reflects the salient features of the process by which it is generated""""<br>representativeness =/= likelihood""",Anthro (Psych/Soc/Econ/Health),behavior;heuristic;learning
Cognitive Dissonance,Cognitive Dissonance,"-discomfort/aversive arousal from an inability to reconcile one's feelings/actions with the facts of the world, or otherwise from behavior out of line with one's own beliefs/attitudes/values<br>-motivates efforts to restore internal consistency<br>-Can explain attraction to effortful/difficult tasks<br>-belief that you have freely chosen a ritual or penalty can cement your loyalty to the group (Aronson &amp; Mills 1959)<br>-psychotherapy is more effective when it elicits&nbsp;<i>Effort Justification</i>&nbsp;(Axsom &amp; Cooper 1985; Cooper 1980)<br>Leon Festinger's Theory of Cognitive Dissonance - 1957",Anthro (Psych/Soc/Econ/Health),behavior;cognition;psychology
Peripheral vs. Central routes to persuasion,Peripheral vs. Central routes to persuasion,"-Central route uses direct appeal to facts &amp; info<br>-Peripheral route uses positive associations with cues like beauty, fame, and positive emotion",Anthro (Psych/Soc/Econ/Health),behavior;cognition;persuasion;psychology;sociology
Deindividuation,Deindividuation,"""-phenomenon in which people engage in seemingly impulsive, deviant, and sometimes violent acts in situations in which they believe they cannot be identified<br>-especially prevalent in crowds and on the internet<br>-Definition from Brittanica<br>-Coined by Leon Festinger in 1950s - people cannot be individuated from others<br>-reduced accountability, problem of many hands, culpable cannot be traced<br>-rioting, helping others, """"letting loose"""" on the dance floor<br>-Gustave Le Bon 19th-century france described group behavior as irrational/fickle, and people act in crowds on impulses that would usually be controlled or self-censored<br>-Le Bon traced three mechanisms for bad behavior:<br>1. anonymity keeps people from being identified, leading to perceived invincibility &amp; loss of responsibility<br>2.. loss of control leads to contagion, causing others to mirror your bad acts<br>3. people in crowds are more suggestible""",Anthro (Psych/Soc/Econ/Health),behavior;cognition;persuasion;psychology;sociology
Diffusion of Responsibility,Diffusion of Responsibility,"People fail to take action in a group because they notice others' social cues to not act &amp; deem acting socially inappropriate<br>-The more people involved, the more likely the group will collectively do nothing<br>-Our belief that others will do something alleviates our guilt/anxiety",Anthro (Psych/Soc/Econ/Health),behavior;cognition;persuasion;psychology;sociology
Pluralistic Ignorance (collective illusion),Pluralistic Ignorance (collective illusion),"-phenomenon that occurs when someone mistakenly believes everyone else holds a different opinion than their own<br>-most people may go alongh with a view they disagree with, because they think others in the group agree<br>-a minority position is incorrectly perceived as a majority position or vice versa<br>-warped by fear, influence, embarrassment, social desirability, or social inhibition<br>-coincidence of belief with inaccurate perceptions<br>-Bystander effect is one such example",Anthro (Psych/Soc/Econ/Health),behavior;cognition;persuasion;psychology;sociology
Obedience,Obedience,"In psychology, carrying out the requests/commands of a person&nbsp;<i>of higher status</i>&nbsp;within a social hierarchy",Anthro (Psych/Soc/Econ/Health),behavior;cognition;persuasion;psychology;sociology
Overregularization,Overregularization,transient error in linguistic development wherein a child attempts to make language more regular than it truly is<br>-broked instead of broken; runned instead of ran<br>-stupid kids don't even get English yet,Anthro (Psych/Soc/Econ/Health),behavior;cognition;perception;psychology;sociology
Spearman Theory of Intelligence,Spearman Theory of Intelligence,"""<b>intelligence has two components: general intelligence (""""g"""") and specific ability (""""s"""")<br></b>developed using the pioneering of factor analysis by Charles Spearman in 1904""",Anthro (Psych/Soc/Econ/Health),adaptation;cognition;psychology
Fluency Heuristic,Fluency Heuristic,"If our mind has greater fluency with a concept, i.e. it is processed with greater speed/smoothness/familiarity, the mind subconsciously assumes it has a higher value<br>-The more elegant the process, the more likely we consider the argument seriously",Anthro (Psych/Soc/Econ/Health),heuristic;learning;logic;psychology
Schizophrenia,Schizophrenia,"""Symptoms grouped into two categories:<br><b>Positive Symptoms: </b>change in behavior/thoughts, such as hallucination/delusion<br><b>Negative Symptoms:</b>&nbsp;withdrawal from the world around oneself, loss of interest in socializing, emotionlessness/flat<br>See also: Perseveration, DSM-5<br><a href=""""https://www.nhs.uk/mental-health/conditions/schizophrenia/symptoms/"""">https://www.nhs.uk/mental-health/conditions/schizophrenia/symptoms/</a>""",Anthro (Psych/Soc/Econ/Health),dsm5;psychology
Diathesis,Diathesis,"""Biological predisposition to illness, often as part of the diathesis-stress model, under which stress acts upon diathesis to trigger or worsen schizophrenia symptoms<br><a href=""""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2632355/"""">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2632355/</a>""",Anthro (Psych/Soc/Econ/Health),dsm5;psychology
Generalized Anxiety Disorder Criteria,Generalized Anxiety Disorder Criteria,"""Reprinted with permission from the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition<br>(Copyright © 2013). American Psychiatric Association. All Rights Reserved.<br>DSM-5™ Diagnostic Criteria<br>Generalized Anxiety Disorder 300.02 (F41.1)<br>A. Excessive anxiety and worry (apprehensive expectation), occurring more days than not for at least<br>6 months, about a number of events or activities (such as work or school performance).<br>B. The individual finds it difficult to control the worry.<br>C. The anxiety and worry are associated with three (or more) of the following six symptoms (with at least<br>some symptoms having been present for more days than not for the past 6 months):<br>Note: Only one item required in children.<br>1. Restlessness, feeling keyed up or on edge.<br>2. Being easily fatigued.<br>3. Difficulty concentrating or mind going blank.<br>4. Irritability.<br>5. Muscle tension.<br>6. Sleep disturbance (difficulty falling or staying asleep, or restless, unsatisfying sleep).<br>D. The anxiety, worry, or physical symptoms cause clinically significant distress or impairment in social,<br>occupational, or other important areas of functioning.<br>E. The disturbance is not attributable to the physiological effects of a substance (e.g., a drug of abuse,<br>a medication) or another medical condition (e.g., hyperthyroidism).<br>F. The disturbance is not better explained by another medical disorder (e.g., anxiety or worry about<br>having panic attacks in panic disorder, negative evaluation in social anxiety disorder [social phobia],<br>contamination or other obsessions in obsessive-compulsive disorder, separation from attachment<br>figures in separation anxiety disorder, reminders of traumatic events in posttraumatic stress disorder,<br>gaining weight in anorexia nervosa, physical complaints in somatic symptom disorder, perceived<br>appearance flaws in body dysmorphic disorder, having a serious illness in illness anxiety disorder,<br>or the content of delusional beliefs in schizophrenia or delusional disorder).<br><a href=""""http://images.pearsonclinical.com/images/assets/basc-3/basc3resources/DSM5_DiagnosticCriteria_GeneralizedAnxietyDisorder.pdf"""">http://images.pearsonclinical.com/images/assets/basc-3/basc3resources/DSM5_DiagnosticCriteria_GeneralizedAnxietyDisorder.pdf</a>""",Anthro (Psych/Soc/Econ/Health),dsm5;psychology
Costs and Benefits of Labeling Disorders,Costs and Benefits of Labeling Disorders,"Benefits:<br>+Increased &amp; improved treatment of mental illness; patients get appropriate medication<br>+Provides uniform framework for describing a person's difficulties so that separate healthcare providers can coordinate treatments for the same patient<br>+Help elucidate cause&amp;effect of different fundamental disorders, ability to trace to existing knowledge, compare different results legitimately, pool results, etc<br><br>Costs:<br>-Social Stigma(Hinshaw 2007)<br>-negative self-perception and self-defeat loops; learned helplessness(Corrigan 2005)<br>-Media portrayals of the mentally ill as hopeless, losers, or violent criminals (Diefenbach 1997)<br><br>Must cease to identify people with their diagnoses",Anthro (Psych/Soc/Econ/Health),dsm5;psychology
Language Acquisition Device,Language Acquisition Device,"""children's innate ability &amp; inclination to acquire language<br>Cornerstone of Nativist Theory of Language proposed by Noam Chomsky in 1960s<br>Main argument in favor:&nbsp;<b>Poverty of the Stimulus</b>&nbsp;- unless children had this innate ability, the absence of negative evidence or instruction would make it impossible to learn language<br><br><a href=""""https://en.wikipedia.org/wiki/Language_acquisition_device"""">https://en.wikipedia.org/wiki/Language_acquisition_device</a>""",Anthro (Psych/Soc/Econ/Health),cognition;developmental;language;perception;psychology
Framing Effect,Framing Effect,"""-When a decision is shaped more by the presentation of choices than by the choices themselves<br>-Prospect theory describes how individuals evaluate lossses &amp; acquire insight in an asymmetric fashion<br>-Both are the work of Kahnemann and Tversky<br>-Framing effect can be mitigated by taking in a diversity of opinions, and critically analyzing that info<br>-Can be worsened by age &amp; context<br><br>-individuals have a greater risk appetite when information is framed negatively, but a reduced risk appetite when the info is framed positively (Tversky &amp; Kahnemann 1981)<br><br><a href=""""https://simplypsychology.org/framing-effect.html"""">https://simplypsychology.org/framing-effect.html</a>""",Anthro (Psych/Soc/Econ/Health),bias;cognition;interpersonal;psychology;sociology
Post-Traumatic Stress Disorder (PTSD),Post-Traumatic Stress Disorder (PTSD),"""Symptoms tend to develop during first month after a traumatic event, but in some cases, months or years may pass before symptoms appear<br>Four key symptoms of PTSD:<br><ol><li><b>Re-Experiencing -</b>&nbsp;most typical symptom; vivid, distressing, &amp; repetitive flashbacks/nightmares/sensations/images<br></li><ol><li>can fall into a self-questioning loop that prevents one from coming to terms with the event</li><li>often patients wonder why the event happened to them and whether they could have stopped it, so re-experiencing is the stage from which guilt and shame arise</li></ol><li><b>Avoidance and Emotional Numbing</b>&nbsp;- avoiding people/places/experience that remind you of trauma</li><ol><li>also includes avoiding talking to anyone about your experience, distracting yourself</li><li>numbing can cause a person to become isolated &amp; withdrawn, and also to give up former hobbies</li></ol><li><b>Hyperarousal (feeling """"on edge"""")</b>&nbsp;- constant anxiety, difficult to relax, always on guard, easily startled</li><ol><li>often leads to irritability, angry outbursts, sleeping problems, concentration problems</li></ol></ol><div><a href=""""https://www.nhs.uk/mental-health/conditions/post-traumatic-stress-disorder-ptsd/symptoms/"""">https://www.nhs.uk/mental-health/conditions/post-traumatic-stress-disorder-ptsd/symptoms/</a><br></div>""",Anthro (Psych/Soc/Econ/Health),dsm5;psychology;sociology
🦵Glutes/Hamstrings Workout,🦵Glutes/Hamstrings Workout,"""<b>#reps*#sets<br><br>Glute Hell</b><br>Seated Good Mornings - <b>12r*4s</b><br>Bulgarian Split Squats - <b>12r*4s</b><br>Goblet Reverse Lunges&nbsp;<br>Clamshell Side Plank Hip Thrusts - <b>16Reps*3Sets</b><br>Abductions/Adductions - <b>12-16r*4s</b><br>Straight or bent leg kick backs - <b>12-16r*4s</b><br>Hip thrusts - <b>12r*4s</b> + 1s to exhaustion<br>Back extensions<br><br><b>Deadlift Hell:</b><br>Farmer Carry DeadLifts - 12*4s<br>Sumo Romanian DLs - 12r*4s<br>Single leg RDLs with weight - 12r*4s<br><br>Squat variants<br>Standard squat form:<br>Don't let your knees pass the vertical line of your toes. This keeps strain on your glutes/hips and off your knees/quads.<br>Keep your feet parallel, shoulder width apart, and<br>look at where your eyes would be in a mirror, chest up&nbsp;<br><br>Goblet Squat form:<br>Turn dumbbell vertical; clench side of the dumbbell between your palms; keep the bottom side between your forearms for stability<br>Try to touch your elbows to your knees on each rep""",Anthro (Psych/Soc/Econ/Health),exercise
🆎Abs Workout,🆎Abs Workout,"<br><ol><li><b>ChatGPT's Brutal Obliques and Lower Abs Circuit:</b></li><ol><li>Hanging Exercises (substitute lying): 4s x close to failure</li><ol><li>Hanging Leg Raises</li><li>Knee crunch, alternating then together = 1r</li><ol><li>+knee crunch to L-sit</li></ol><li>Horizontal flutter kick at L-sit</li><li>V-up to bar</li><li>Hanging oblique knee crunch</li><ol><li>+cross-body knee crunch</li></ol><li>Hanging opposite elbow-to-knee touches</li></ol><li>Hanging legs bent Oblique Crunch 4x12</li><li>Seated Russian Twists w/ Dummbell: 4 sets x 20 reps</li><li>Side plank w/ hip dips: 4 sets of 12 reps per side</li><li>Bicycle crunches: 4 sets of 20 reps</li><li>Resistance Band Woodchoppers: 4 sets of 15 reps per side</li><li>High Plank with knee-to-elbow twist: 4 sets of 12 reps per side</li><li>Mountain Climbers: 4 sets of 20 reps</li><li>Hanging Oblique Knee raises: 4 sets of 10 reps per side</li><li>Kneeling Rope cable crunch if possible; 4x12</li><li>Dragon Flag: lying face-up on a bench, tuck your knees into your chest and extend them as vertically as possible above you, holding the straight plank as long as you can before your heels lower back to the ground.&nbsp;</li><li><b>Decline sit-up variation:</b>&nbsp;lie back facing straight forward, but lean to one side on the way down and the other side on the way back up. Alternate descent/ascent sides each rep.</li></ol><li><b>No Gym Equipment Whatsoever: (4 sets x 10-12 reps)</b></li><ol><li>Hollow body alternating leg raises - get a towel to hold between your hands and touch your toes to it in a continuous crunch</li><li>v-sit leg raise back and forth over a grounded target (upright dumbbell etc)</li><li>Lying heel touches</li><li>Oblique crunches</li><li>Dragon Flag + variations: Flutter kicks and scissor kicks</li><li>Kneeling around the world - pass a weight in front of and behind yourself</li></ol><li>Hanging:</li><ol><li>lying leg raise -&gt; v-ups -&gt; hanging knee raise -&gt; hanging leg raise</li><ol><li>Worked: Abs core (rectus femoris, obliques externus abdominus), quadriceps, tensor fascia latae (TFL)</li><li>Form: overhand grip, engage lats so your body is engaged at a dead hang. Drive knees or legs up to hip-height, and slowly lower back to 0.&nbsp;</li></ol></ol><li>Standing:</li><ol><li>Side crunch, front crunch, bicycle crunch</li><li>standing march with overhead weight</li><li>Weighted torso twist at horizontal hold</li><li><br></li></ol><li><b>Stylup _Africa:</b></li><ol><li>V sit with shoulder raise in prayer clasp</li><li>V sit crunch with hands alternating below &amp; above feet</li><li>V sit one leg straight in/out raise</li></ol></ol><div><br></div>",Anthro (Psych/Soc/Econ/Health),exercise
Rotator Cuff/Shoulder Rehab &amp; Physical Therapy,Rotator Cuff/Shoulder Rehab &amp; Physical Therapy,"-Wrap a resistance band around a stationary vertical object so that it can have constant lateral force applied.<br><ol><li>Hook your elbow through the resistance band. Place the back of your hand on your hip behind your pelvis and rotate your elbow back, pulling the band away from the object</li><li>Squat back, lean forward, pull your elbow vertical to a 90 degree angle with your forearm parallel to the ground, and rotate your shoulder up until your upper arm sticks straight out to your side. Lower your arm and repeat.</li></ol><div>Free-standing resistance band, no anchor</div><div><ol><li>pull the resistance band taut horizontally between your outstretched arms, not too much force/tightness, and rotate your shoulders so that the band travels from the front of your pelvis to the back. Keep constant, firm but relaxed tension on the band as a measuring tool, not as a workout tool.</li><li>with the same setup, hold your arms outstretched in front of you. Pull your straightened arms directly out to your sides without bending your elbow, until the band toughes your chest. Begin at a low angle and end at a high angle above your head.</li></ol><div>Anchor the band under your foot</div></div><div><ol><li>Hold your arm out horizontally to your side and bend your elbow 90 degrees. Start in the back, rotating your shoulder forward until the band is vertical, and then switch to the front. Pull the band up above your shoulder so that your forearm is vertical. The work should be done mostly in the rotator cuff.</li></ol></div>",Anthro (Psych/Soc/Econ/Health),exercise
Sales Tactics,Sales Tactics,"<ol><li>Exude what you want to attract, whether that be spiritual, emotional, or financial. Whether or not we flex wealth, it's a proxy for intelligence.</li><ol><li>Overconfidence breeds confidence. Overcalm breeds calm. Sometimes developing something requires taking it too far.</li><ol><li>Presence, power,&nbsp;</li></ol><li>Every relationship satisfies a set of physical, emotional, and spiritual needs.&nbsp;</li><ol><li>Rest, rejuvenation, reassurance, recalibration,&nbsp;</li></ol></ol><li>Understand your clients and flex that understanding without becoming overbearing.</li><ol><li><br></li></ol><li>Avoid questions which can be answered with a flat-out NO by continiously providing your interlocutor with options.</li></ol>",Anthro (Psych/Soc/Econ/Health),behavior;conversation;interpersonal;persuasion;sociology
